ID, Station Name, Latitude (deg), Longitude (deg), Ellipsoidal Elevation (m), X (m), Y (m), Z (m), Epoch Date (YYYYMMDD)
CATH, CATH,               46.1973025107, -123.3672716101,   56.32503, -2432423.12527, -3693552.46329,  4580495.42318, 20230517
CBHS, CBHS_SCGN_CS1998,   34.1385641500, -118.6298113872,  284.63322, -2532244.70043, -4638721.00315,  3559338.23381, 20230517
CCCC, CCCC_SCGN_CS2000,   35.5653148564, -117.6711764450,  813.98474, -2412476.02954, -4600711.73943,  3689538.67360, 20230517
CDMT, CDMT_SCGN_CS2000,   34.8294668770, -116.3359338549,  936.60037, -2325536.62922, -4697945.76053,  3622888.35494, 20230517
CEDA, CEDA_BRGN_UT1996,   40.6806945692, -112.8604841224, 1472.51353, -1882186.65219, -4464346.93175,  4136557.01912, 20230517
CGDM, CGDM_SCGN_CS2000,   34.2439947649, -117.9649511376,  704.72013, -2475328.55326, -4662293.97405,  3569248.74753, 20230517
CHCM, Chimacum_Schools,   48.0106170941, -122.7758684147,   20.39368, -2314209.93583, -3594274.57961,  4717681.32824, 20230517
CHEL, Chelan_WA,          47.8315546343, -119.9899060197,  345.53383, -2144270.38481, -3715496.76472,  4704579.69594, 20230517
CHIL, Chilao_____SCIGN,   34.3334247703, -118.0260045750, 1567.52593, -2478003.71464, -4655348.69610,  3577932.49348, 20230517
CHMS, CHMS_SCGN_CS1999,   34.6404635383, -117.8277053899,  760.33962, -2452561.89563, -4646250.37769,  3605554.84244, 20230517
CHOW, Chowchilla_HWY_9,   37.0848514674, -120.2105113525,   45.44783, -2563370.74514, -4402453.93630,  3824936.86374, 20230517
CHUR, Churchill,          58.7590772505,  -94.0887325500,  -19.16699,  -236439.14301, -3307616.96887,  5430049.35607, 20230517
CHWK, Chilliwack,         49.1566070160, -122.0084289768,  174.03999, -2215260.02534, -3543996.84943,  4802098.65813, 20230517
CHWT, CHWT_CHIG_AK2020,   56.0478997230, -156.6918354425,  147.91071, -3279113.69327, -1412763.43511,  5267545.40330, 20230517
CHZZ, CHZZ_PNGA_OR1999,   45.4865152394, -123.9781241323,   50.77460, -2503336.53352, -3714407.36685,  4525454.82306, 20230517
CIHL, CIHL_G06,           43.7509059736, -121.1486847696, 1945.55062, -2387708.74952, -3950556.49354,  4389486.26219, 20230517
CIRX, CIRX_SCGN_CS2000,   34.1095565858, -118.9373018732,  488.22576, -2558057.82149, -4626791.70632,  3556788.63130, 20230517
CIT1, CaltechCampSCIGN,   34.1367110148, -118.1272910670,  215.36801, -2491490.65997, -4660802.87395,  3559129.21733, 20230517
CJMS, Cajon_MaintSCIGN,   34.3138008225, -117.4793874633,  933.37927, -2433803.17791, -4679401.85175,  3575776.77933, 20230517
CJTR, Camp_JT_Robinson,   34.8216949314,  -92.2730390876,  125.99698,  -207900.25051, -5237726.49388,  3621717.60176, 20230517
CJVG, Casa_Juvad,         34.5303223325, -118.1442333138, 1304.86556, -2481675.76151, -4639142.24739,  3595803.20977, 20230517
CLBD, CarlCannonCA2011,   33.1353880615, -117.3109806728,   20.61626, -2452988.21684, -4750343.62804,  3466553.12889, 20230517
CLCV, Cleetwood_Cave,     42.9759997313, -122.0893947488, 1873.76748, -2483630.82312, -3960875.22382,  4326828.73876, 20230517
CLGO, CLGO_AKDA_AK1996,   64.8737714146, -147.8604892122,  196.11975, -2299609.83844, -1444753.30117,  5751925.66749, 20230517
CLHQ, Crater_Lake_Head,   42.8958773814, -122.1359989228, 1952.41419, -2490108.52144, -3964038.21754,  4320363.85585, 20230517
CLRS, CowichanLakeBC,     48.8203037728, -124.1308855936,  175.69374, -2360829.11157, -3482884.40097,  4777556.89513, 20230517
CLWZ, Wizard_Island,      42.9342518545, -122.1491601616, 1869.82214, -2489441.73187, -3960956.48638,  4323430.66766, 20230517
CMBB, Columbia_College,   38.0341764792, -120.3860440918,  695.72801, -2544617.20552, -4339616.49301,  3908861.23436, 20230517
CMOD, CMOD_3GU,           37.6413372990, -120.9999804105,   28.09614, -2604475.06082, -4334577.76294,  3874014.63861, 20230517
CMP9, Fire_Camp_9SCIGN,   34.3531821312, -118.4114301955, 1138.02446, -2508506.54462, -4637174.44721,  3579500.16496, 20230517
CN00, BarbudaWBHCR2012,   17.6685251681,  -61.7855781524,  -21.92078,  2874042.96406, -5356829.37234,  1923453.67830, 20230517
CN01, Bethesda_ANT2015,   17.0484198356,  -61.7653672327,   16.65947,  2885636.33839, -5373886.77603,  1857962.08447, 20230517
CN04, Castries_LCA2014,   14.0235484299,  -60.9738978789,   24.44372,  3003090.55498, -5411902.80158,  1535515.61616, 20230517
CN05, CN05_PuntacanaDR,   18.5639022749,  -68.3593924906,  -33.22983,  2230512.06043, -5621985.85131,  2017637.98211, 20230517
CN06, ValleNuevoCR2012,   18.7898254377,  -70.6561099323, 2311.75272,  2001504.54910, -5701395.21626,  2042083.31353, 20230517
CN07, PuertPlt_DOM2012,   19.7576315256,  -70.5658519437,  -32.23411,  1997979.50128, -5662795.67774,  2142453.79231, 20230517
CN09, CaphaitianHAI013,   19.6877464909,  -72.1398185756,  -15.00508,  1842488.81201, -5718038.86267,  2135177.13820, 20230517
CN12, UWI_mona__CR2011,   18.0044822547,  -76.7490511834,  169.94786,  1390866.72240, -5906361.36732,  1958908.81436, 20230517
CN13, SanSalvadorBaham,   24.0651858668,  -74.5337846437,  -34.57027,  1553880.22543, -5615968.12089,  2584863.36113, 20230517
CN15, GrandBahamCR2011,   26.5566560566,  -78.6930847455,  -27.53283,  1119330.89692, -5598187.44340,  2834348.92987, 20230517
CN19, ArubaNethARU2013,   12.6118492456,  -70.0485003300,   -0.33145,  2124203.56920, -5851608.62693,  1383532.63192, 20230517
CN20, Bocas_island_PAN,    9.3516766357,  -82.2562657810,   13.18173,   848061.38625, -6236541.34608,  1029562.92374, 20230517
CN21, SanLorenzHND2014,   13.4027405230,  -87.4270951296,   15.82446,   278571.06746, -6199302.85290,  1468787.39956, 20230517
CN23, BelmopanBZCR2012,   17.2606072495,  -88.7787580548,   55.35062,   129855.18496, -6091362.41491,  1880411.90021, 20230517
CN24, FelipeCarMEX2012,   19.5755622244,  -88.0539046034,    8.08634,   204154.48717, -6008283.00163,  2123488.01525, 20230517
CN25, ComitandDMEX2012,   16.2320433006,  -92.1352414748, 1649.29731,  -228284.79357, -6122820.11747,  1771857.79674, 20230517
CN27, Francesvdrcr2012,   19.6671183367,  -69.9398098790,  -21.10684,  2060896.35961, -5643811.64563,  2133024.89855, 20230517
CN29, PuertoCabeza2012,   14.0487970980,  -83.3746372182,   30.38821,   714022.78612, -6147284.06223,  1538227.16650, 20230517
CN35, ProvidenciCR2012,   13.3754960054,  -81.3629197147,   47.88313,   932030.56094, -6135904.73875,  1465862.56824, 20230517
CN37, GalerazambCR2012,   10.7925781999,  -75.2631744393,    1.48321,  1593956.28105, -6059929.07415,  1186476.35366, 20230517
CN38, CerrejonMnCR2012,   12.2218224921,  -71.9880253157,   10.48099,  1927813.11328, -5928982.08165,  1341397.29158, 20230517
CN40, CuracaoMetCR2011,   12.1800447127,  -68.9580134250,   33.35090,  2238877.01197, -5819723.39464,  1336884.88012, 20230517
CN41, ElBaul_Vene_2015,    8.9434557389,  -68.0414959683,   81.26666,  2356232.87019, -5844063.31828,   984997.53245, 20230514
CN47, VieuxFortLCA2014,   13.7107876099,  -60.9404943467,  177.16275,  3010345.53080, -5417530.19710,  1501957.01374, 20230517
CN48, GrandSvneDMA2014,   15.4388132661,  -61.4216412617,  279.90182,  2941777.67060, -5400454.35293,  1687026.65490, 20230517
CN53, CN53_Pro_TCI2015,   21.7826519164,  -72.2538671178,  -15.63452,  1806075.44093, -5643489.90952,  2352075.79630, 20230517
CN55, CN55_Agu_PAN2018,    8.2432697795,  -80.5393384764,   44.66781,  1037623.99287, -6226856.92281,   908421.21849, 20230517
CN56, CN56_Met_PAN2018,    8.5490777590,  -78.0148290200,   76.66823,  1309870.77362, -6170309.64925,   941885.41067, 20230517
CN57, CN_Toco_GPS_2021,   10.8370840782,  -60.9383103226,   -5.56719,  3043290.29874, -5476327.15368,  1191310.53683, 20230517
CN58, Sombrero_AIA2022,   18.5865652573,  -63.4265208265,  -35.16930,  2705318.54620, -5408647.96599,  2020015.17270, 20230517
CNC1, RANGELY,            40.0771069729, -108.7895770480, 1650.63330, -1574542.03766, -4627946.32174,  4085603.14165, 20230517
CNCR, CNCR,               48.5387056351, -121.7493028314,   55.70845, -2226394.32426, -3597910.97347,  4756790.25722, 20230517
CNG2, CerroNegrNIC2010,   12.5011772091,  -86.6993373733,  513.53253,   358603.66813, -6218067.51273,  1371693.40909, 20230517
CNPP, CNPP_SCGN_CS1999,   33.8576346901, -117.6089249868,  300.31067, -2457276.61045, -4698553.87812,  3533511.32396, 20230517
COAG, Coachella_GPS,      32.8634638657, -115.1233480569,    3.63594, -2276837.15377, -4855375.25456,  3441251.39827, 20230517
COFC, FORT_COLLINS,       40.5933686036, -105.1604503065, 1595.13935, -1268728.15662, -4682467.54876,  4129276.32333, 20230517
COLA, Columbia,           34.0809957250,  -81.1216779093,   81.53376,   816177.61703, -5224934.02029,  3553937.01965, 20230517
COLV, COLV,               48.5447640101, -117.9032680067,  486.11671, -1979945.38748, -3738950.40163,  4757558.87769, 20230517
COND, CONDON,             45.2379059648, -120.1813801017,  865.42027, -2262057.25475, -3889510.40370,  4506619.54638, 20230511
COON, COON_BRGN_UT1996,   40.6525905011, -112.1210138662, 1610.01027, -1825219.07788, -4490247.42617,  4134278.81138, 20230517
COPR, COPR_SCGN_CS2001,   34.4149106248, -119.8795318459,  -22.82201, -2624085.48974, -4567199.33988,  3584496.12993, 20230517
CORB, Corbin,             38.2021829695,  -77.3734983404,   35.92679,  1097041.08248, -4897238.43987,  3923126.29709, 20230517
CORV, CORV_PNGA_OR1996,   44.5855350687, -123.3046058489,  105.61257, -2498423.39524, -3802819.89360,  4454736.72570, 20230517
CORX, GRNX_AKDA_AK2004,   32.4153756221, -117.2481887541,   74.26709, -2467592.42423, -4791498.85398,  3399444.52991, 20230517
COSO, China_Lake_SCIGN,   35.9823435751, -117.8088934424, 1455.12550, -2411148.53707, -4571430.03866,  3727461.46220, 20230516
COTD, ColofDesertSCIGN,   33.7324880247, -116.3868931395,   27.67279, -2359843.14814, -4756605.01332,  3521823.73342, 20230517
COUP, Coupeville,         48.2173102843, -122.6856062163,   21.03161, -2299305.02333, -3583515.55901,  4733026.29744, 20230517
COVG, Covington,          30.4759137206,  -90.0955431162,   -5.94070,    -9174.28299, -5501675.35973,  3215950.50671, 20230517
CPBN, CPBN_SCGN_CS2000,   35.0717356862, -117.5730262198,  835.85987, -2419255.39895, -4632919.75104,  3644863.51316, 20230517
CPCO, Central_Pumice_C,   43.7221003982, -121.2331573079, 2117.94308, -2394742.80989, -3949031.00853,  4387292.25652, 20230517
CPXX, CPXX_PNGA_WA2001,   46.8400846014, -122.2565203828,  533.61271, -2332869.76748, -3696442.60881,  4630011.55403, 20230517
CRBT, CRBT_SCGN_CN2001,   35.7916146122, -120.7507603633,  205.46447, -2648415.15453, -4451451.20641,  3709581.21085, 20230517
CRCN, CRCN_G49,           36.1139869039, -119.5680365753,   26.02885, -2545533.69810, -4486775.85788,  3738432.05675, 20230517
CRFP, CraftonHillSCIGN,   34.0390535361, -117.0996869803,  688.81912, -2410447.10402, -4710490.12053,  3550422.63849, 20230517
CRGG, Crocker_Grade,      35.2420922025, -119.7248257612, 1173.08695, -2586242.17523, -4529603.74320,  3660512.30791, 20230517
CRLR, LaRomana_DOM2015,   18.4166867602,  -68.9369048692,   -5.54251,  2175599.65596, -5649029.28846,  2002193.28598, 20230517
CRO1, St._Croix_VLBA,     17.7569000607,  -64.5843179799,  -31.94364,  2607771.36559, -5488076.56542,  1932767.98636, 20230517
CROK, CROK,               46.2745993939, -122.9125442088,    1.09848, -2399640.62049, -3707499.56132,  4586398.57175, 20230517
CRRS, CRRS_SCGN_CS1998,   33.0698088619, -115.7350450779,  -81.87222, -2323104.86125, -4819509.22146,  3460404.51571, 20230517
CRSE, El_Seibo_DOM2015,   18.7680780879,  -69.0437091829,   86.60752,  2160661.57404, -5641575.88485,  2039087.50769, 20230517
CRST, Crestview,          30.7260763140,  -86.5061724675,   32.57032,   334419.77380, -5477398.71174,  3239841.44394, 20230517
CRU1, CRU1_SCGN_CS2000,   34.0292633854, -119.7848176933,  702.19194, -2628781.41210, -4592932.74912,  3549530.09102, 20230517
CSCI, CSCI_SCGN_CS2000,   34.1684060418, -119.0389868275,   70.86935, -2564319.11521, -4618739.46814,  3561957.62637, 20230517
CSDH, CSUDomingueSCIGN,   33.8614804046, -118.2567233732,   -9.13922, -2510007.10821, -4670035.97102,  3533693.14219, 20230517
CSHQ, Camp_Schurmann,     46.8707264932, -121.7324329420, 2882.32959, -2298498.29480, -3716878.16428,  4634055.31134, 20230517
CSKI, CSKI,               47.3805709195, -122.2358025325,   10.28086, -2307859.46621, -3659745.02931,  4670524.58991, 20230517
CSN1, CSUNorthridSCIGN,   34.2535527107, -118.5238177115,  261.44801, -2520226.46031, -4637081.82835,  3569875.73690, 20230517
CSST, CSST_SCGN_CS2000,   34.4080928565, -119.3712559328,  162.50678, -2583751.36229, -4590803.53355,  3583976.91586, 20230517
CTDM, CTDM_SCGN_CS2001,   34.5165514450, -118.6132159283,  406.09552, -2519624.98419, -4618783.91300,  3594035.06231, 20230517
CTGU, Guilford,           41.2893824617,  -72.6679068384,  -19.36461,  1429796.65032, -4581508.39295,  4186611.82715, 20230517
CTI4, Compasstools4crn,   37.1529181971, -107.7560913203, 2017.97205, -1552692.50856, -4848834.53438,  3832151.67758, 20230517
CTMC, CDOT_GOLDEN,        39.7215310829, -105.1928868717, 1819.00444, -1287788.81714, -4742177.03313,  4055414.52734, 20230517
CTMS, CTMS_SCGN_CS1999,   34.1241011370, -116.3704287424,  966.50620, -2348052.31438, -4736256.90921,  3558392.72609, 20230517
CTPT, CENTRAL_POINT,      42.3766937815, -122.8939610968,  370.56361, -2562916.52924, -3962581.49511,  4276855.99663, 20230517
CTPU, Putnam,             41.8997010225,  -71.8891414300,   55.89950,  1477963.71908, -4518935.36754,  4237355.68720, 20230517
CUHS, CuyamaValHSSCIGN,   34.9426489997, -119.6739539954,  634.98444, -2591457.78940, -4548111.94998,  3633016.90141, 20230517
CUSH, Lake_Cushman,       47.4233437002, -123.2199249663,  217.07773, -2368535.22951, -3616755.50398,  4673895.58540, 20230517
CVHS, Covina_HighSCIGN,   34.0820134162, -117.9017229186,  119.08597, -2474677.15669, -4673511.98556,  3554051.56136, 20230517
DAEX, daexREGNOMmx2011,   32.2245021685, -115.4192125581,  399.32590, -2318384.28072, -4878283.56672,  3381730.43305, 20230517
DAM2, Pacoima_DM2SCIGN,   34.3348378785, -118.3968700408,  583.43415, -2507656.32432, -4638418.97085,  3577506.91132, 20230517
DANE, Daneborg,           74.3119476200,  -20.1998295058,  177.09238,  1623660.26305,  -597385.17269,  6118614.74997, 20230517
DDMN, Deadman_Creek,      37.7441830424, -118.9811934946, 2265.48156, -2447639.09199, -4419077.97932,  3884416.89747, 20230517
DDSN, DDSN_PNGA_OR1999,   43.1187906758, -123.2442436325,  953.10311, -2556649.69620, -3900393.39459,  4337795.49595, 20230517
DENE, Univ_of_Delaware,   39.6767449919,  -75.7430143778,    5.26734,  1210597.75372, -4764305.26128,  4050429.51869, 20230517
DGJG, Daugaard-Jensen,    71.7865343169,  -29.8502082607, 1494.16315,  1734706.20900,  -995495.33656,  6037702.74090, 20230517
DHLG, Durmid_Hill,        33.3898061388, -115.7880319669,  -83.01573, -2319099.60962, -4799846.35038,  3490090.48069, 20230517
DIAB, Mt._Diablo,         37.8785759068, -121.9156320854,  990.41485, -2665288.12936, -4279361.53387,  3895422.86838, 20230517
DIXN, DixonCity_CA2012,   38.4687153400, -121.8286451033,   -9.15798, -2637020.92585, -4248335.37634,  3946305.28569, 20230517
DKSG, Doecker_Smith_Gl,   76.3516213279,  -61.6776761858,  609.80982,   716356.13023, -1329176.79482,  6176684.95449, 20230517
DLUZ, DLuzHeightCA2011,   33.4305892888, -117.3072247602,  212.73886, -2444507.67857, -4734681.90804,  3494029.22086, 20230517
DMND, DMND,               48.1367708844, -117.1636589332,  718.11479, -1947062.98003, -3794492.78672,  4727573.63158, 20230517
DNRC, Dover_Delaware,     39.1600881663,  -75.5236019911,  -15.19759,  1237934.67635, -4794885.58142,  4006103.61616, 20230517
DOBS, Dobson,             36.4254286042,  -80.7199268365,  339.32286,   828618.66271, -5071130.93569,  3766480.90558, 20230517
DOND, Don_D._Coarsegol,   37.2642544889, -119.6901279458,  665.86832, -2517566.30969, -4415531.19309,  3841177.13405, 20230517
DRAO, Dominion_Radio_A,   49.3226177023, -119.6249848844,  541.88392, -2059165.02494, -3621108.40024,  4814432.24497, 20230517
DSL1, Drill_Site_L1,      70.3334350113, -148.4727507028,   17.03379, -1835148.39966, -1125781.26373,  5983677.20002, 20230517
DSME, Dana_Seguin_Memo,   33.0364801163, -117.2495412008,   56.12979, -2450648.35206, -4758321.40636,  3457381.64940, 20230517
DSSC, DSSC_SCGN_CS1998,   33.7333327682, -116.7120940425, 1660.90175, -2387389.80899, -4744301.21664,  3522808.63374, 20230517
DTPG, Desert_Tortoise,    35.2674650897, -117.8458792085,  910.26884, -2435475.98872, -4610339.12550,  3662659.69396, 20230517
DUBO, Lac_du_Bonnet,      50.2588083940,  -95.8661842762,  245.28813,  -417603.96138, -4064529.83947,  4881432.13129, 20230517
DVPB, DevilsPunchSCIGN,   34.4134144713, -117.8601329316, 1430.87110, -2462121.73515, -4657973.25447,  3585180.78050, 20230517
DVPT, DVPT,               47.6560699441, -118.1478156392,  727.56793, -2030661.97888, -3795465.12338,  4691741.03003, 20230517
DYH2, Downey_High_2,      33.9383162936, -118.1274646928,   10.83274, -2497232.04108, -4671509.16001,  3540778.22046, 20230517
EBMD, East_Bay_MUD_Hea,   37.8150099970, -122.2838102720,  -15.81472, -2694619.64147, -4265134.57887,  3889233.73512, 20230517
EC01, Eagle,              39.6518248020, -106.8477182731, 1986.84407, -1425667.74138, -4707865.35936,  4049564.09255, 20230517
ECFS, ECFS_SCGN_CS2001,   33.6476866381, -117.4117001039,  801.41852, -2447237.56301, -4718841.12403,  3514426.24184, 20230517
ECHO, ECHO_BRGN_NV1999,   37.9155327333, -114.2642501830, 1684.11164, -2070970.50782, -4594332.34453,  3899086.60534, 20230517
ECSD, EROS_USGS_SD2006,   43.7336993864,  -96.6140093935,  444.36385,  -531705.81572, -4585578.65964,  4387066.88277, 20230517
EDOC, East_Dock,          70.3102687846, -148.3184857083,   22.34453, -1834183.15685, -1131997.26500,  5982811.88148, 20230517
EDPP, EDPP_SCGN_CS1999,   34.9461955839, -118.8304129981,  379.86626, -2524009.94607, -4585389.93431,  3633193.31960, 20230517
EGAN, EGAN_BRGN_NV1997,   39.3452427206, -114.9388572495, 1998.28633, -2083234.49063, -4479986.31673,  4023297.84794, 20230517
ELIZ, Eliza_Dome,         49.8730526225, -127.1226650684,  164.77050, -2485778.39762, -3284087.13882,  4853826.83454, 20230517
ELKO, ELKO_BRGN_NV1997,   40.9146894662, -115.8172010847, 2016.89747, -2102742.29447, -4346400.85112,  4156589.39491, 20230517
ELLY, LongBchBayCA2013,   33.5835002336, -118.1287907627,   -2.87512, -2507645.96254, -4690729.09608,  3508051.88376, 20230517
ELSG, Elsinore_2_GPS,     33.6491429688, -117.4260246237,  811.34802, -2448379.82073, -4718157.02571,  3514566.22735, 20230517
ELSR, ELSR,               47.4976038209, -122.7605855931,  115.18613, -2336134.74512, -3630453.85157,  4679402.67963, 20230517
